providerField,canonicalKey,acquisitionSurface,providerTimestamp,synqReceivedAt,requestStartedAt,requestCompletedAt,sequenceNumber,numericValue,rawValueJson,physicalSampleFingerprint,requestedInterval,requestedAggregation,aggregateBucketIdentity,hfWindowFrom,hfWindowTo,hfActualQueryTo,acquisitionOrdinal
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:01:33.671Z,2026-09-02T19:01:33.425Z,2026-09-02T19:01:33.671Z,254,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,174
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:01:39.674Z,2026-09-02T19:01:39.454Z,2026-09-02T19:01:39.674Z,285,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,185
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:01:45.526Z,2026-09-02T19:01:45.290Z,2026-09-02T19:01:45.526Z,290,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,190
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:01:51.285Z,2026-09-02T19:01:50.993Z,2026-09-02T19:01:51.285Z,295,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,195
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:01:57.205Z,2026-09-02T19:01:56.972Z,2026-09-02T19:01:57.205Z,300,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,200
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:02:03.161Z,2026-09-02T19:02:02.764Z,2026-09-02T19:02:03.161Z,305,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,205
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:02:08.905Z,2026-09-02T19:02:08.660Z,2026-09-02T19:02:08.905Z,310,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,210
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:02:14.934Z,2026-09-02T19:02:14.629Z,2026-09-02T19:02:14.934Z,341,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,221
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:02:20.752Z,2026-09-02T19:02:20.483Z,2026-09-02T19:02:20.752Z,346,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,226
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:02:26.617Z,2026-09-02T19:02:26.398Z,2026-09-02T19:02:26.617Z,351,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,231
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:02:32.648Z,2026-09-02T19:02:32.227Z,2026-09-02T19:02:32.648Z,356,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,236
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:02:38.941Z,2026-09-02T19:02:38.653Z,2026-09-02T19:02:38.941Z,361,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,241
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:02:44.730Z,2026-09-02T19:02:44.485Z,2026-09-02T19:02:44.730Z,366,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,246
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:02:50.829Z,2026-09-02T19:02:50.543Z,2026-09-02T19:02:50.829Z,397,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,257
