providerField,canonicalKey,acquisitionSurface,providerTimestamp,synqReceivedAt,requestStartedAt,requestCompletedAt,sequenceNumber,numericValue,rawValueJson,physicalSampleFingerprint,requestedInterval,requestedAggregation,aggregateBucketIdentity,hfWindowFrom,hfWindowTo,hfActualQueryTo,acquisitionOrdinal
powertrainTransmissionActualGearRatio,CAN_TRANSMISSION_GEAR_RATIO,LATEST_SLOW,2026-09-02T19:27:26.000Z,2026-09-02T19:27:30.834Z,2026-09-02T19:27:30.586Z,2026-09-02T19:27:30.834Z,4749,0,"{""value"":0,""timestamp"":""2026-09-02T19:27:26Z""}",,,,,,,,3790
powertrainTransmissionActualGearRatio,CAN_TRANSMISSION_GEAR_RATIO,LATEST_SLOW,2026-09-02T19:27:55.000Z,2026-09-02T19:28:06.137Z,2026-09-02T19:28:05.920Z,2026-09-02T19:28:06.137Z,4885,0,"{""value"":0,""timestamp"":""2026-09-02T19:27:55Z""}",,,,,,,,3906
powertrainTransmissionActualGearRatio,CAN_TRANSMISSION_GEAR_RATIO,LATEST_SLOW,2026-09-02T19:28:37.000Z,2026-09-02T19:28:41.767Z,2026-09-02T19:28:41.045Z,2026-09-02T19:28:41.767Z,5014,0,"{""value"":0,""timestamp"":""2026-09-02T19:28:37Z""}",,,,,,,,4015
powertrainTransmissionActualGearRatio,CAN_TRANSMISSION_GEAR_RATIO,LATEST_SLOW,2026-09-02T19:29:13.000Z,2026-09-02T19:29:17.757Z,2026-09-02T19:29:17.368Z,2026-09-02T19:29:17.757Z,5162,0,"{""value"":0,""timestamp"":""2026-09-02T19:29:13Z""}",,,,,,,,4143
powertrainTransmissionActualGearRatio,CAN_TRANSMISSION_GEAR_RATIO,LATEST_SLOW,2026-09-02T19:29:49.000Z,2026-09-02T19:29:53.789Z,2026-09-02T19:29:53.476Z,2026-09-02T19:29:53.789Z,5318,0,"{""value"":0,""timestamp"":""2026-09-02T19:29:49Z""}",,,,,,,,4279
powertrainTransmissionActualGearRatio,CAN_TRANSMISSION_GEAR_RATIO,LATEST_SLOW,2026-09-02T19:30:26.000Z,2026-09-02T19:30:29.008Z,2026-09-02T19:30:28.747Z,2026-09-02T19:30:29.008Z,5454,0,"{""value"":0,""timestamp"":""2026-09-02T19:30:26Z""}",,,,,,,,4395
powertrainTransmissionActualGearRatio,CAN_TRANSMISSION_GEAR_RATIO,LATEST_SLOW,2026-09-02T19:31:01.000Z,2026-09-02T19:31:04.636Z,2026-09-02T19:31:04.398Z,2026-09-02T19:31:04.636Z,5555,0,"{""value"":0,""timestamp"":""2026-09-02T19:31:01Z""}",,,,,,,,4476
powertrainTransmissionActualGearRatio,CAN_TRANSMISSION_GEAR_RATIO,LATEST_SLOW,2026-09-02T19:31:36.000Z,2026-09-02T19:31:40.807Z,2026-09-02T19:31:40.487Z,2026-09-02T19:31:40.807Z,5716,0,"{""value"":0,""timestamp"":""2026-09-02T19:31:36Z""}",,,,,,,,4617
powertrainTransmissionActualGearRatio,CAN_TRANSMISSION_GEAR_RATIO,LATEST_SLOW,2026-09-02T19:32:15.000Z,2026-09-02T19:32:18.821Z,2026-09-02T19:32:18.603Z,2026-09-02T19:32:18.821Z,5832,0,"{""value"":0,""timestamp"":""2026-09-02T19:32:15Z""}",,,,,,,,4713
powertrainTransmissionActualGearRatio,CAN_TRANSMISSION_GEAR_RATIO,LATEST_SLOW,2026-09-02T19:32:15.000Z,2026-09-02T19:32:53.686Z,2026-09-02T19:32:53.494Z,2026-09-02T19:32:53.686Z,5888,0,"{""value"":0,""timestamp"":""2026-09-02T19:32:15Z""}",,,,,,,,4749
powertrainTransmissionActualGearRatio,CAN_TRANSMISSION_GEAR_RATIO,LATEST_SLOW,2026-09-02T19:32:15.000Z,2026-09-02T19:33:28.761Z,2026-09-02T19:33:28.521Z,2026-09-02T19:33:28.761Z,5944,0,"{""value"":0,""timestamp"":""2026-09-02T19:32:15Z""}",,,,,,,,4785
powertrainTransmissionActualGearRatio,CAN_TRANSMISSION_GEAR_RATIO,LATEST_SLOW,2026-09-02T19:32:15.000Z,2026-09-02T19:34:04.297Z,2026-09-02T19:34:03.993Z,2026-09-02T19:34:04.297Z,6000,0,"{""value"":0,""timestamp"":""2026-09-02T19:32:15Z""}",,,,,,,,4821
powertrainTransmissionActualGearRatio,CAN_TRANSMISSION_GEAR_RATIO,LATEST_SLOW,2026-09-02T19:34:20.000Z,2026-09-02T19:34:40.198Z,2026-09-02T19:34:39.959Z,2026-09-02T19:34:40.198Z,6061,0,"{""value"":0,""timestamp"":""2026-09-02T19:34:20Z""}",,,,,,,,4862
powertrainTransmissionActualGearRatio,CAN_TRANSMISSION_GEAR_RATIO,LATEST_SLOW,2026-09-02T19:34:20.000Z,2026-09-02T19:35:16.067Z,2026-09-02T19:35:15.836Z,2026-09-02T19:35:16.067Z,6117,0,"{""value"":0,""timestamp"":""2026-09-02T19:34:20Z""}",,,,,,,,4898
powertrainTransmissionActualGearRatio,CAN_TRANSMISSION_GEAR_RATIO,LATEST_SLOW,2026-09-02T19:35:47.000Z,2026-09-02T19:35:52.659Z,2026-09-02T19:35:52.362Z,2026-09-02T19:35:52.659Z,6178,0,"{""value"":0,""timestamp"":""2026-09-02T19:35:47Z""}",,,,,,,,4939
