providerField,canonicalKey,acquisitionSurface,providerTimestamp,synqReceivedAt,requestStartedAt,requestCompletedAt,sequenceNumber,numericValue,rawValueJson,physicalSampleFingerprint,requestedInterval,requestedAggregation,aggregateBucketIdentity,hfWindowFrom,hfWindowTo,hfActualQueryTo,acquisitionOrdinal
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:15:58.000Z,2026-09-02T19:16:06.757Z,2026-09-02T19:16:06.506Z,2026-09-02T19:16:06.757Z,2562,1,"{""value"":1,""timestamp"":""2026-09-02T19:15:58Z""}",,,,,,,,1983
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:16:37.000Z,2026-09-02T19:16:42.439Z,2026-09-02T19:16:42.215Z,2026-09-02T19:16:42.439Z,2672,2,"{""value"":2,""timestamp"":""2026-09-02T19:16:37Z""}",,,,,,,,2073
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:17:15.000Z,2026-09-02T19:17:18.910Z,2026-09-02T19:17:18.604Z,2026-09-02T19:17:18.910Z,2787,3,"{""value"":3,""timestamp"":""2026-09-02T19:17:15Z""}",,,,,,,,2168
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:17:49.000Z,2026-09-02T19:17:54.421Z,2026-09-02T19:17:54.231Z,2026-09-02T19:17:54.421Z,2923,2,"{""value"":2,""timestamp"":""2026-09-02T19:17:49Z""}",,,,,,,,2284
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:18:25.000Z,2026-09-02T19:18:29.918Z,2026-09-02T19:18:29.697Z,2026-09-02T19:18:29.918Z,3064,1,"{""value"":1,""timestamp"":""2026-09-02T19:18:25Z""}",,,,,,,,2405
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:19:01.000Z,2026-09-02T19:19:05.348Z,2026-09-02T19:19:05.144Z,2026-09-02T19:19:05.348Z,3203,6,"{""value"":6,""timestamp"":""2026-09-02T19:19:01Z""}",,,,,,,,2524
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:19:13.000Z,2026-09-02T19:19:40.632Z,2026-09-02T19:19:40.407Z,2026-09-02T19:19:40.632Z,3274,5,"{""value"":5,""timestamp"":""2026-09-02T19:19:13Z""}",,,,,,,,2575
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:19:17.000Z,2026-09-02T19:20:21.361Z,2026-09-02T19:20:21.072Z,2026-09-02T19:20:21.361Z,3330,5,"{""value"":5,""timestamp"":""2026-09-02T19:19:17Z""}",,,,,,,,2611
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:19:17.000Z,2026-09-02T19:20:57.045Z,2026-09-02T19:20:56.798Z,2026-09-02T19:20:57.045Z,3386,5,"{""value"":5,""timestamp"":""2026-09-02T19:19:17Z""}",,,,,,,,2647
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:21:29.000Z,2026-09-02T19:21:33.133Z,2026-09-02T19:21:32.744Z,2026-09-02T19:21:33.133Z,3477,6,"{""value"":6,""timestamp"":""2026-09-02T19:21:29Z""}",,,,,,,,2718
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:22:05.000Z,2026-09-02T19:22:08.357Z,2026-09-02T19:22:08.139Z,2026-09-02T19:22:08.357Z,3611,3,"{""value"":3,""timestamp"":""2026-09-02T19:22:05Z""}",,,,,,,,2832
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:22:38.000Z,2026-09-02T19:22:44.165Z,2026-09-02T19:22:43.806Z,2026-09-02T19:22:44.165Z,3718,4,"{""value"":4,""timestamp"":""2026-09-02T19:22:38Z""}",,,,,,,,2919
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:23:08.000Z,2026-09-02T19:23:19.285Z,2026-09-02T19:23:19.066Z,2026-09-02T19:23:19.285Z,3834,0,"{""value"":0,""timestamp"":""2026-09-02T19:23:08Z""}",,,,,,,,3015
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:23:50.000Z,2026-09-02T19:23:54.663Z,2026-09-02T19:23:54.377Z,2026-09-02T19:23:54.663Z,3972,0,"{""value"":0,""timestamp"":""2026-09-02T19:23:50Z""}",,,,,,,,3133
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:24:26.000Z,2026-09-02T19:24:29.856Z,2026-09-02T19:24:29.644Z,2026-09-02T19:24:29.856Z,4099,4,"{""value"":4,""timestamp"":""2026-09-02T19:24:26Z""}",,,,,,,,3240
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:25:01.000Z,2026-09-02T19:25:05.632Z,2026-09-02T19:25:05.352Z,2026-09-02T19:25:05.632Z,4239,6,"{""value"":6,""timestamp"":""2026-09-02T19:25:01Z""}",,,,,,,,3360
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:25:36.000Z,2026-09-02T19:25:40.836Z,2026-09-02T19:25:40.564Z,2026-09-02T19:25:40.836Z,4378,2,"{""value"":2,""timestamp"":""2026-09-02T19:25:36Z""}",,,,,,,,3479
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:26:07.000Z,2026-09-02T19:26:19.676Z,2026-09-02T19:26:19.401Z,2026-09-02T19:26:19.676Z,4500,0,"{""value"":0,""timestamp"":""2026-09-02T19:26:07Z""}",,,,,,,,3581
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:26:49.000Z,2026-09-02T19:26:54.781Z,2026-09-02T19:26:54.579Z,2026-09-02T19:26:54.781Z,4607,2,"{""value"":2,""timestamp"":""2026-09-02T19:26:49Z""}",,,,,,,,3668
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:27:26.000Z,2026-09-02T19:27:30.834Z,2026-09-02T19:27:30.586Z,2026-09-02T19:27:30.834Z,4748,2,"{""value"":2,""timestamp"":""2026-09-02T19:27:26Z""}",,,,,,,,3789
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:27:55.000Z,2026-09-02T19:28:06.137Z,2026-09-02T19:28:05.920Z,2026-09-02T19:28:06.137Z,4884,4,"{""value"":4,""timestamp"":""2026-09-02T19:27:55Z""}",,,,,,,,3905
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:28:37.000Z,2026-09-02T19:28:41.767Z,2026-09-02T19:28:41.045Z,2026-09-02T19:28:41.767Z,5013,2,"{""value"":2,""timestamp"":""2026-09-02T19:28:37Z""}",,,,,,,,4014
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:29:13.000Z,2026-09-02T19:29:17.757Z,2026-09-02T19:29:17.368Z,2026-09-02T19:29:17.757Z,5161,1,"{""value"":1,""timestamp"":""2026-09-02T19:29:13Z""}",,,,,,,,4142
