domain,method,route,controller,handler,file,organizationGuard,permissionsGuard,rolesGuard,otherGuards,requiredPermission,rolesDecorator,hasOrgIdParam,resourceScopeHint,stationScopeEnforced,selfServiceException,masterAdminException,frontendVisibility,testCoverage,risk,riskReasons,notes
documents,POST,/organizations/:orgId/document-extractions/:extractionId/follow-up-suggestions/:suggestionId/contact-prepare/send,DocumentExtractionOrgController,sendFollowUpContact,modules/document-extraction/document-extraction-org.controller.ts,yes,yes,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/organizations/:orgId/document-extractions/:extractionId/follow-up-suggestions/:suggestionId/dismiss,DocumentExtractionOrgController,dismissFollowUpSuggestion,modules/document-extraction/document-extraction-org.controller.ts,yes,yes,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/organizations/:orgId/document-extractions/:extractionId/retry-failed-actions,DocumentExtractionOrgController,retryFailedActions,modules/document-extraction/document-extraction-org.controller.ts,yes,yes,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/organizations/:orgId/document-extractions/:extractionId/save-review,DocumentExtractionOrgController,saveReview,modules/document-extraction/document-extraction-org.controller.ts,yes,yes,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,PATCH,/organizations/:orgId/document-extractions/:extractionId/vehicle,DocumentExtractionOrgController,reassignVehicle,modules/document-extraction/document-extraction-org.controller.ts,yes,yes,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/organizations/:orgId/document-extractions/upload,DocumentExtractionOrgController,FileInterceptor,modules/document-extraction/document-extraction-org.controller.ts,yes,yes,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,GET,/organizations/:orgId/documents/:documentId/download,DocumentsController,download,modules/documents/documents.controller.ts,yes,no,yes,,,"'ORG_ADMIN', 'MASTER_ADMIN'",yes,org_param,not_evaluated_per_handler,no,yes,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/organizations/:orgId/documents/:documentId/void,DocumentsController,void,modules/documents/documents.controller.ts,yes,no,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,P0,org_write_without_PermissionsGuard;roles_guard_without_module_permissions,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,GET,/organizations/:orgId/invoices/:id/documents,InvoicesController,getDocumentsPanel,modules/invoices/invoices.controller.ts,yes,yes,yes,,invoices.read,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/organizations/:orgId/invoices/:id/documents/delivery/:emailId/retry,InvoicesController,retryInvoiceEmail,modules/invoices/invoices.controller.ts,yes,yes,yes,,invoices.write,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/organizations/:orgId/invoices/:id/documents/generate,InvoicesController,generateDocument,modules/invoices/invoices.controller.ts,yes,yes,yes,,invoices.read,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/organizations/:orgId/invoices/:id/documents/send-email,InvoicesController,sendInvoiceEmail,modules/invoices/invoices.controller.ts,yes,yes,yes,,invoices.write,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/organizations/:orgId/legal-documents/:id/activate,LegalDocumentsController,activate,modules/documents/legal-documents.controller.ts,yes,no,yes,,,"'ORG_ADMIN', 'MASTER_ADMIN'",yes,org_param,not_evaluated_per_handler,no,yes,unknown_static_scan,unknown_static_scan,P0,org_write_without_PermissionsGuard;roles_guard_without_module_permissions,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/organizations/:orgId/legal-documents/:id/archive,LegalDocumentsController,archive,modules/documents/legal-documents.controller.ts,yes,no,yes,,,"'ORG_ADMIN', 'MASTER_ADMIN'",yes,org_param,not_evaluated_per_handler,no,yes,unknown_static_scan,unknown_static_scan,P0,org_write_without_PermissionsGuard;roles_guard_without_module_permissions,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,GET,/organizations/:orgId/legal-documents/:id/download,LegalDocumentsController,download,modules/documents/legal-documents.controller.ts,yes,no,yes,,,"'ORG_ADMIN', 'MASTER_ADMIN'",yes,org_param,not_evaluated_per_handler,no,yes,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/organizations/:orgId/legal-documents/upload,LegalDocumentsController,FileInterceptor,modules/documents/legal-documents.controller.ts,yes,no,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,P0,org_write_without_PermissionsGuard;roles_guard_without_module_permissions,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/vehicles/:vehicleId/document-extractions,DocumentExtractionController,createLegacy,modules/document-extraction/document-extraction.controller.ts,no,yes,yes,VehicleOwnershipGuard,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,PATCH,/vehicles/:vehicleId/document-extractions/:extractionId/action-plan-preferences,DocumentExtractionController,updateActionPlanPreferences,modules/document-extraction/document-extraction.controller.ts,no,yes,yes,VehicleOwnershipGuard,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/vehicles/:vehicleId/document-extractions/:extractionId/cancel,DocumentExtractionController,cancel,modules/document-extraction/document-extraction.controller.ts,no,yes,yes,VehicleOwnershipGuard,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/vehicles/:vehicleId/document-extractions/:extractionId/confirm,DocumentExtractionController,confirm,modules/document-extraction/document-extraction.controller.ts,no,yes,yes,VehicleOwnershipGuard,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/vehicles/:vehicleId/document-extractions/:extractionId/document-type,DocumentExtractionController,setDocumentType,modules/document-extraction/document-extraction.controller.ts,no,yes,yes,VehicleOwnershipGuard,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,GET,/vehicles/:vehicleId/document-extractions/:extractionId/download,DocumentExtractionController,download,modules/document-extraction/document-extraction.controller.ts,no,yes,yes,VehicleOwnershipGuard,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,PATCH,/vehicles/:vehicleId/document-extractions/:extractionId/entity-links,DocumentExtractionController,updateEntityLinks,modules/document-extraction/document-extraction.controller.ts,no,yes,yes,VehicleOwnershipGuard,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,DELETE,/vehicles/:vehicleId/document-extractions/:extractionId/file,DocumentExtractionController,deleteFile,modules/document-extraction/document-extraction.controller.ts,no,yes,yes,VehicleOwnershipGuard,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/vehicles/:vehicleId/document-extractions/:extractionId/follow-up-suggestions/:suggestionId/accept,DocumentExtractionController,acceptFollowUpSuggestion,modules/document-extraction/document-extraction.controller.ts,no,yes,yes,VehicleOwnershipGuard,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/vehicles/:vehicleId/document-extractions/:extractionId/follow-up-suggestions/:suggestionId/contact-prepare/opened,DocumentExtractionController,recordFollowUpContactPrepareOpened,modules/document-extraction/document-extraction.controller.ts,no,yes,yes,VehicleOwnershipGuard,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/vehicles/:vehicleId/document-extractions/:extractionId/follow-up-suggestions/:suggestionId/contact-prepare/send,DocumentExtractionController,sendFollowUpContact,modules/document-extraction/document-extraction.controller.ts,no,yes,yes,VehicleOwnershipGuard,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/vehicles/:vehicleId/document-extractions/:extractionId/follow-up-suggestions/:suggestionId/dismiss,DocumentExtractionController,dismissFollowUpSuggestion,modules/document-extraction/document-extraction.controller.ts,no,yes,yes,VehicleOwnershipGuard,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,DELETE,/vehicles/:vehicleId/document-extractions/:extractionId/legal-hold,DocumentExtractionController,clearLegalHold,modules/document-extraction/document-extraction.controller.ts,no,yes,yes,VehicleOwnershipGuard,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/vehicles/:vehicleId/document-extractions/:extractionId/legal-hold,DocumentExtractionController,setLegalHold,modules/document-extraction/document-extraction.controller.ts,no,yes,yes,VehicleOwnershipGuard,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/vehicles/:vehicleId/document-extractions/:extractionId/retry,DocumentExtractionController,retry,modules/document-extraction/document-extraction.controller.ts,no,yes,yes,VehicleOwnershipGuard,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/vehicles/:vehicleId/document-extractions/:extractionId/retry-failed-actions,DocumentExtractionController,retryFailedActions,modules/document-extraction/document-extraction.controller.ts,no,yes,yes,VehicleOwnershipGuard,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/vehicles/:vehicleId/document-extractions/:extractionId/save-review,DocumentExtractionController,saveReview,modules/document-extraction/document-extraction.controller.ts,no,yes,yes,VehicleOwnershipGuard,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
documents,POST,/vehicles/:vehicleId/document-extractions/upload,DocumentExtractionController,FileInterceptor,modules/document-extraction/document-extraction.controller.ts,no,yes,yes,VehicleOwnershipGuard,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
export_import,POST,/admin/prospects/import,ProspectsController,import,modules/prospects/prospects.controller.ts,no,no,yes,,,'MASTER_ADMIN',no,platform,not_evaluated_per_handler,no,yes,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
export_import,POST,/admin/voice-assistant/organizations/:orgId/elevenlabs/phone-numbers/:phoneNumberId/deactivate,ElevenLabsTwilioImportController,deactivate,modules/voice-assistant/provisioning/elevenlabs-twilio-import.controller.ts,no,no,yes,,,'MASTER_ADMIN',yes,org_param,not_evaluated_per_handler,no,yes,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
export_import,POST,/admin/voice-assistant/organizations/:orgId/elevenlabs/phone-numbers/:phoneNumberId/import-and-assign,ElevenLabsTwilioImportController,importAndAssign,modules/voice-assistant/provisioning/elevenlabs-twilio-import.controller.ts,no,no,yes,,,'MASTER_ADMIN',yes,org_param,not_evaluated_per_handler,no,yes,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
export_import,POST,/organizations/:orgId/fines/upload,FinesController,FileInterceptor,modules/fines/fines.controller.ts,yes,no,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,P0,org_write_without_PermissionsGuard;roles_guard_without_module_permissions,Decorator-level scan only; service-layer assertMembershipPermission not detected
fines_tariffs,POST,/organizations/:orgId/fines,FinesController,create,modules/fines/fines.controller.ts,yes,no,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,P0,org_write_without_PermissionsGuard;roles_guard_without_module_permissions,Decorator-level scan only; service-layer assertMembershipPermission not detected
fines_tariffs,PATCH,/organizations/:orgId/fines/:id,FinesController,update,modules/fines/fines.controller.ts,yes,no,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,P0,org_write_without_PermissionsGuard;roles_guard_without_module_permissions,Decorator-level scan only; service-layer assertMembershipPermission not detected
integrations,POST,/admin/dimo/query,DimoController,queryGraphQL,modules/dimo/dimo.controller.ts,no,no,yes,,,'MASTER_ADMIN',no,platform,not_evaluated_per_handler,no,yes,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
integrations,POST,/admin/dimo/sync,DimoController,sync,modules/dimo/dimo.controller.ts,no,no,yes,,,'MASTER_ADMIN',no,platform,not_evaluated_per_handler,no,yes,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
integrations,POST,/admin/high-mobility/eligibility/check,HighMobilityAdminController,checkEligibility,modules/high-mobility/high-mobility-admin.controller.ts,no,no,yes,,,'MASTER_ADMIN',no,platform,not_evaluated_per_handler,no,yes,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
integrations,POST,/integrations/high-mobility/webhook,HighMobilityWebhookController,handleWebhook,modules/high-mobility/high-mobility-webhook.controller.ts,no,no,no,,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
integrations,POST,/integrations/high-mobility/webhook/health,HighMobilityWebhookController,handleHealthAppWebhook,modules/high-mobility/high-mobility-webhook.controller.ts,no,no,no,,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
integrations,POST,/integrations/high-mobility/webhook/telemetry,HighMobilityWebhookController,handleTelemetryAppWebhook,modules/high-mobility/high-mobility-webhook.controller.ts,no,no,no,,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
integrations,DELETE,/organizations/:orgId/integrations/:integrationId,IntegrationsController,disconnect,modules/integrations/integrations.controller.ts,yes,no,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,P0,org_write_without_PermissionsGuard;roles_guard_without_module_permissions,Decorator-level scan only; service-layer assertMembershipPermission not detected
integrations,POST,/webhooks/dimo,DimoWebhookController,handleWebhook,modules/dimo/dimo-webhook.controller.ts,no,no,no,,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
integrations,POST,/webhooks/elevenlabs/conversation/:orgId,ElevenLabsWebhookController,conversationEvent,modules/voice-webhook-ingestion/elevenlabs-webhook.controller.ts,no,no,no,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
integrations,POST,/webhooks/elevenlabs/post-call/:orgId,ElevenLabsWebhookController,postCall,modules/voice-webhook-ingestion/elevenlabs-webhook.controller.ts,no,no,no,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
integrations,POST,/webhooks/resend/outbound-email,ResendWebhookController,handle,modules/outbound-email/resend-webhook.controller.ts,no,no,no,,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
integrations,POST,/webhooks/twilio/status,TwilioWebhookController,statusCallback,modules/twilio/twilio-webhook.controller.ts,no,no,no,,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
integrations,POST,/webhooks/twilio/voice,TwilioWebhookController,inboundVoice,modules/twilio/twilio-webhook.controller.ts,no,no,no,,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
integrations,POST,/webhooks/whatsapp,WhatsAppWebhookController,receive,modules/whatsapp/whatsapp-webhook.controller.ts,no,no,no,,,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,POST,/admin/billing/invoices/:invoiceId/manual-payments,BillingController,(anonymous),modules/billing/billing.controller.ts,no,yes,yes,,,'MASTER_ADMIN',no,platform,not_evaluated_per_handler,no,yes,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,GET,/billing/invoices,BillingController,findInvoices,modules/billing/billing.controller.ts,no,yes,yes,,billing.read,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,GET,/billing/invoices/:invoiceId,BillingController,getInvoiceDetail,modules/billing/billing.controller.ts,no,yes,yes,,billing.read,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,GET,/billing/invoices/:invoiceId/hosted,BillingController,getInvoiceHostedUrl,modules/billing/billing.controller.ts,no,yes,yes,,billing.read,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,GET,/billing/invoices/:invoiceId/payments,BillingController,getInvoicePayments,modules/billing/billing.controller.ts,no,yes,yes,,billing.read,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,GET,/billing/invoices/:invoiceId/pdf,BillingController,getInvoicePdfUrl,modules/billing/billing.controller.ts,no,yes,yes,,billing.read,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,GET,/billing/next-invoice-preview,BillingController,getNextInvoicePreview,modules/billing/billing.controller.ts,no,yes,yes,,billing.read,,no,unclear_or_global,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,GET,/organizations/:orgId/invoices,InvoicesController,findAll,modules/invoices/invoices.controller.ts,yes,yes,yes,,invoices.read,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,POST,/organizations/:orgId/invoices,InvoicesController,create,modules/invoices/invoices.controller.ts,yes,yes,yes,,invoices.read,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,GET,/organizations/:orgId/invoices/:id,InvoicesController,findOne,modules/invoices/invoices.controller.ts,yes,yes,yes,,invoices.read,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,PATCH,/organizations/:orgId/invoices/:id,InvoicesController,update,modules/invoices/invoices.controller.ts,yes,yes,yes,,invoices.write,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,GET,/organizations/:orgId/invoices/:id/attachment,InvoicesController,downloadAttachment,modules/invoices/invoices.controller.ts,yes,yes,yes,,invoices.write,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,POST,/organizations/:orgId/invoices/:id/cancel,InvoicesController,cancel,modules/invoices/invoices.controller.ts,yes,yes,yes,,invoices.write,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,POST,/organizations/:orgId/invoices/:id/issue,InvoicesController,issue,modules/invoices/invoices.controller.ts,yes,yes,yes,,invoices.write,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,POST,/organizations/:orgId/invoices/:id/mark-sent,InvoicesController,markSent,modules/invoices/invoices.controller.ts,yes,yes,yes,,invoices.write,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,PATCH,/organizations/:orgId/invoices/:id/pay,InvoicesController,markPaid,modules/invoices/invoices.controller.ts,yes,yes,yes,,invoices.write,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,POST,/organizations/:orgId/invoices/:id/payments,InvoicesController,recordPayment,modules/invoices/invoices.controller.ts,yes,yes,yes,,invoices.write,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,GET,/organizations/:orgId/invoices/:id/timeline,InvoicesController,getTimeline,modules/invoices/invoices.controller.ts,yes,yes,yes,,invoices.write,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,GET,/organizations/:orgId/invoices/stats,InvoicesController,getStats,modules/invoices/invoices.controller.ts,yes,yes,yes,,invoices.read,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
invoices,POST,/organizations/:orgId/invoices/upload,InvoicesController,FileInterceptor,modules/invoices/invoices.controller.ts,yes,yes,yes,,invoices.read,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
monitoring_reports,PATCH,/admin/business-insights/policy/:orgId,InternalBusinessInsightsController,updatePolicy,modules/business-insights/internal-business-insights.controller.ts,no,no,yes,,,'MASTER_ADMIN',yes,org_param,not_evaluated_per_handler,no,yes,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
monitoring_reports,POST,/admin/business-insights/run-all,InternalBusinessInsightsController,runAll,modules/business-insights/internal-business-insights.controller.ts,no,no,yes,,,'MASTER_ADMIN',no,platform,not_evaluated_per_handler,no,yes,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
monitoring_reports,POST,/admin/business-insights/run/:orgId,InternalBusinessInsightsController,runForOrg,modules/business-insights/internal-business-insights.controller.ts,no,no,yes,,,'MASTER_ADMIN',yes,org_param,not_evaluated_per_handler,no,yes,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
monitoring_reports,POST,/admin/business-insights/trigger/:orgId,InternalBusinessInsightsController,triggerDebouncedRerun,modules/business-insights/internal-business-insights.controller.ts,no,no,yes,,,'MASTER_ADMIN',yes,org_param,not_evaluated_per_handler,no,yes,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
organizations_other,POST,/organizations/:orgId/chat/agent,ChatController,ensureAgent,modules/ai/chat/chat.controller.ts,no,no,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,P0,orgId_route_missing_OrgScopingGuard,Decorator-level scan only; service-layer assertMembershipPermission not detected
organizations_other,DELETE,/organizations/:orgId/chat/history,ChatController,clearHistory,modules/ai/chat/chat.controller.ts,no,no,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,P0,orgId_route_missing_OrgScopingGuard,Decorator-level scan only; service-layer assertMembershipPermission not detected
organizations_other,POST,/organizations/:orgId/chat/message,ChatController,sendMessage,modules/ai/chat/chat.controller.ts,no,no,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,P0,orgId_route_missing_OrgScopingGuard,Decorator-level scan only; service-layer assertMembershipPermission not detected
organizations_other,POST,/organizations/:orgId/chat/message/stream,ChatController,streamMessage,modules/ai/chat/chat.controller.ts,no,no,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,P0,orgId_route_missing_OrgScopingGuard,Decorator-level scan only; service-layer assertMembershipPermission not detected
organizations_other,POST,/organizations/:orgId/data-authorizations,DataAuthorizationsController,create,modules/data-authorizations/data-authorizations.controller.ts,yes,yes,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
organizations_other,PATCH,/organizations/:orgId/data-authorizations/:id,DataAuthorizationsController,update,modules/data-authorizations/data-authorizations.controller.ts,yes,yes,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
organizations_other,PATCH,/organizations/:orgId/data-authorizations/:id/grant,DataAuthorizationsController,grantPatch,modules/data-authorizations/data-authorizations.controller.ts,yes,yes,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
organizations_other,POST,/organizations/:orgId/data-authorizations/:id/grant,DataAuthorizationsController,grantPost,modules/data-authorizations/data-authorizations.controller.ts,yes,yes,yes,,,,yes,org_param,not_evaluated_per_handler,no,no,unknown_static_scan,unknown_static_scan,OK,,Decorator-level scan only; service-layer assertMembershipPermission not detected
